72	2177	1
72	2178	1
72	2179	1
72	2180	1
72	2181	1
74	149	0.5
74	402	1
74	502	0.5
74	534	1
74	560	1
74	566	1
74	644	0.5
74	686	1
74	688	0.5
74	692	0.5
74	900	1
74	912	1
74	986	1
74	2566	0.5
74	3067	0.5
75	265	0.5
75	534	0.5
75	544	0.5
75	701	0.5
75	3448	1
78	188	1
79	80	0.5
79	84	0.5
79	154	1
79	159	0.5
79	160	1
79	167	1
79	174	1
79	184	0.5
79	185	0.5
79	202	1
79	238	1
79	276	0.5
79	284	0.5
79	349	0.5
79	409	0.5
79	422	0.5
79	523	0.5
79	529	0.5
79	541	1
79	542	0.5
79	549	0.5
79	563	1
79	564	0.5
79	570	0.5
79	571	0.5
79	584	0.5
79	609	1
79	610	0.5
79	611	0.5
79	612	1
79	616	1
79	617	0.5
79	625	0.5
79	682	0.5
79	687	0.5
79	690	1
79	701	0.5
79	706	1
79	709	1
79	715	0.5
79	716	1
79	728	1
79	731	0.5
79	743	1
79	752	0.5
79	762	1
79	769	0.5
79	770	1
79	784	1
79	794	0.5
79	831	1
79	839	0.5
79	850	1
79	857	0.5
79	876	0.5
79	884	0.5
79	928	1
79	1008	1
79	1016	1
79	1025	0.5
79	1026	1
79	1034	1
79	1043	0.5
79	1046	0.5
79	1048	1
79	1069	1
79	1080	1
79	1084	0.5
79	1085	0.5
79	1086	0.5
79	1087	0.5
79	1088	0.5
79	1089	1
79	1184	0.5
79	1239	0.5
79	1248	0.5
79	1517	0.5
79	1520	1
79	1551	1
79	1566	0.5
79	2012	0.5
79	2092	0.5
79	2118	1
79	2157	1
79	2296	0.5
79	2383	1
79	2384	1
79	2386	0.5
79	2387	0.5
79	2388	1
79	2389	1
79	2390	1
79	2391	1
79	2392	1
79	2394	1
79	2395	0.5
79	2396	1
79	2397	1
79	2398	1
79	2399	1
80	261	1
80	276	0.5
80	539	0.5
80	541	0.5
80	563	0.5
80	564	0.5
80	582	0.5
80	583	0.5
80	584	1
80	604	0.5
80	612	0.5
80	687	0.5
80	732	0.5
80	757	0.5
80	770	0.5
80	784	0.5
80	850	0.5
80	1069	0.5
80	1423	0.5
80	1575	0.5
80	1611	0.5
80	1704	0.5
80	1712	0.5
80	1719	0.5
80	1722	0.5
80	1723	0.5
80	1728	0.5
80	1732	0.5
80	1735	0.5
80	1738	0.5
80	1792	0.5
80	2437	1
80	2650	1
80	2651	1
80	2652	1
80	2653	0.5
80	2654	1
80	2655	0.5
81	743	0.5
81	1583	1
82	98	1
82	261	0.5
82	548	0.5
82	583	0.5
82	1423	0.5
82	1699	0.5
82	1753	1
82	1783	1
82	1806	0.5
82	2918	1
82	3022	1
83	134	0.5
83	285	1
83	869	0.5
83	876	0.5
83	1099	0.5
83	1360	0.5
83	1481	0.5
83	1542	0.5
83	1543	1
83	2072	1
83	2871	1
83	2873	1
83	2874	1
83	2875	1
83	2876	1
83	2877	1
83	2878	1
83	2879	1
83	2880	1
84	178	1
84	355	0.5
84	612	0.5
84	716	0.5
84	770	0.5
84	1510	0.5
84	1569	1
84	2122	1
84	2743	1
85	716	1
85	752	1
85	778	1
87	97	1
88	123	1
88	174	0.5
88	178	1
88	238	0.5
88	355	0.5
88	2743	1
89	102	1
89	3030	0.5
92	422	1
92	612	0.5
92	706	0.5
92	770	0.5
92	808	0.5
92	961	0.5
92	1010	0.5
92	1328	0.5
92	1805	0.5
92	2157	1
92	2346	0.5
92	3346	1
92	3347	0.5
94	690	0.5
94	714	1
94	728	0.5
94	1007	0.5
94	1024	1
94	2072	0.5
94	2741	0.5
95	123	1
95	1522	1
96	145	0.5
96	146	0.5
96	297	0.5
96	537	0.5
96	672	0.5
96	1740	0.5
96	1901	1
96	2024	0.5
96	2126	0.5
96	2133	0.5
96	2301	0.5
96	2744	1
96	2745	1
96	2747	1
96	2748	1
96	2749	1
96	2750	1
96	2751	1
96	2752	0.5
97	239	0.5
97	418	1
97	1927	0.5
97	2085	1
97	2164	1
97	2598	1
97	2896	1
97	2897	1
97	2898	1
97	2899	1
97	2900	1
97	2901	1
97	2903	0.5
97	2904	0.5
97	2905	0.5
98	1423	1
100	690	0.5
100	751	0.5
100	2626	1
100	2767	1
101	586	1
101	1069	1
102	173	0.5
102	188	0.5
102	876	0.5
102	1912	0.5
102	2598	1
104	1929	1
104	1939	1
104	2054	1
105	451	1
105	514	0.5
105	1187	1
105	1579	0.5
106	690	1
106	816	1
106	1364	1
107	690	1
107	784	1
107	850	1
108	2393	1
108	3398	1
109	225	0.5
109	452	0.5
109	876	0.5
109	1018	0.5
109	1871	0.5
109	1876	0.5
109	1898	1
109	2126	0.5
109	2132	0.5
109	2133	0.5
109	2161	0.5
109	2228	1
109	2489	0.5
109	2490	1
109	2491	1
109	2492	0.5
112	2085	1
113	244	0.5
113	254	1
113	540	0.5
113	547	0.5
113	624	0.5
115	131	0.5
115	135	0.5
115	268	1
115	276	1
115	284	1
115	316	0.5
115	540	1
115	547	1
115	556	0.5
115	564	1
115	574	1
115	610	1
115	624	1
115	627	0.5
115	681	0.5
115	689	1
115	690	0.5
115	715	1
115	731	1
115	732	1
115	842	0.5
115	850	0.5
115	1048	0.5
115	1099	0.5
115	1162	1
115	1187	0.5
115	1296	1
115	1360	0.5
115	1406	0.5
115	1481	0.5
115	1534	0.5
115	2229	0.5
115	2850	0.5
115	2851	1
116	2008	1
117	135	0.5
117	139	0.5
117	195	1
117	258	1
117	276	0.5
117	284	0.5
117	523	0.5
117	535	0.5
117	540	0.5
117	547	0.5
117	564	0.5
117	570	0.5
117	690	1
117	711	0.5
117	716	1
117	757	0.5
117	774	1
117	778	1
117	816	1
117	850	1
117	1023	0.5
117	1059	0.5
117	1311	0.5
117	1478	1
119	966	1
119	1294	0.5
120	523	0.5
120	1224	1
120	1233	1
120	1317	1
121	271	0.5
121	290	1
121	296	1
121	876	0.5
121	1244	0.5
121	1481	0.5
121	1664	0.5
121	3134	1
123	195	0.5
123	258	0.5
123	563	0.5
123	616	0.5
123	690	0.5
123	725	0.5
123	869	0.5
123	1204	0.5
123	1260	1
123	2072	0.5
123	3135	0.5
126	305	0.5
126	345	1
126	589	0.5
126	615	0.5
126	876	0.5
126	1481	0.5
126	2659	1
127	589	1
129	133	0.5
129	135	0.5
129	139	0.5
129	149	0.5
129	212	1
129	281	0.5
129	329	1
129	528	0.5
129	540	0.5
129	564	0.5
129	570	0.5
129	590	0.5
129	610	0.5
129	612	0.5
129	627	0.5
129	709	0.5
129	778	0.5
129	816	0.5
129	884	0.5
129	1197	1
129	1296	0.5
129	1475	1
129	1481	1
129	1542	0.5
129	1669	0.5
129	1997	0.5
129	2146	1
129	2916	1
129	2917	1
131	133	1
131	136	0.5
131	139	1
131	269	1
131	358	1
131	361	1
131	524	1
131	535	0.5
131	542	0.5
131	554	0.5
131	557	0.5
131	589	0.5
131	612	0.5
131	617	1
131	625	0.5
131	637	0.5
131	876	0.5
131	1295	0.5
131	1412	0.5
131	2890	1
131	3085	1
131	3127	0.5
131	3128	0.5
132	239	1
133	135	1
133	139	1
133	149	0.5
133	261	0.5
133	262	0.5
133	276	0.5
133	334	0.5
133	349	0.5
133	360	0.5
133	363	1
133	476	0.5
133	480	0.5
133	519	0.5
133	520	1
133	521	1
133	522	0.5
133	528	1
133	535	0.5
133	542	0.5
133	547	0.5
133	554	0.5
133	556	1
133	557	0.5
133	562	0.5
133	575	1
133	590	1
133	614	0.5
133	622	0.5
133	625	0.5
133	627	1
133	630	0.5
133	644	0.5
133	659	0.5
133	681	1
133	682	0.5
133	715	0.5
133	762	0.5
133	789	0.5
133	856	0.5
133	884	0.5
133	1118	0.5
133	1134	0.5
133	1240	0.5
133	1252	0.5
133	1296	0.5
133	1306	1
133	1327	1
133	1387	0.5
133	1394	0.5
133	1395	0.5
133	1400	0.5
133	1408	0.5
133	1411	1
133	1412	0.5
133	1424	1
133	1459	0.5
133	1485	0.5
133	1672	0.5
133	1677	1
133	1741	1
133	1844	0.5
133	1950	0.5
133	2008	0.5
133	2061	1
133	2289	1
133	2308	0.5
133	2403	0.5
133	3584	0.5
133	3697	1
133	3755	1
133	3757	1
134	305	0.5
134	345	0.5
134	360	0.5
134	1481	0.5
135	136	0.5
135	139	1
135	149	0.5
135	174	0.5
135	261	0.5
135	269	1
135	276	0.5
135	348	1
135	349	0.5
135	350	0.5
135	351	0.5
135	354	1
135	360	0.5
135	519	0.5
135	520	1
135	521	1
135	522	0.5
135	524	1
135	528	1
135	529	0.5
135	533	0.5
135	535	0.5
135	540	0.5
135	541	0.5
135	542	0.5
135	553	1
135	554	0.5
135	556	1
135	557	0.5
135	562	0.5
135	563	0.5
135	565	0.5
135	574	0.5
135	575	1
135	579	0.5
135	589	0.5
135	590	1
135	617	1
135	620	0.5
135	625	0.5
135	627	1
135	628	1
135	630	0.5
135	637	0.5
135	659	0.5
135	681	1
135	687	0.5
135	691	0.5
135	715	0.5
135	731	0.5
135	750	0.5
135	762	0.5
135	812	0.5
135	822	0.5
135	842	1
135	876	0.5
135	879	1
135	920	0.5
135	950	0.5
135	960	1
135	1021	0.5
135	1118	0.5
135	1178	0.5
135	1196	0.5
135	1238	1
135	1239	0.5
135	1240	0.5
135	1243	0.5
135	1249	0.5
135	1250	0.5
135	1307	0.5
135	1319	0.5
135	1368	0.5
135	1387	0.5
135	1388	0.5
135	1389	1
135	1390	1
135	1391	1
135	1392	1
135	1393	1
135	1394	0.5
135	1395	0.5
135	1397	1
135	1399	0.5
135	1400	0.5
135	1401	1
135	1402	0.5
135	1404	1
135	1407	1
135	1408	0.5
135	1409	0.5
135	1411	1
135	1412	0.5
135	1413	1
135	1414	1
135	1415	0.5
135	1416	1
135	1418	1
135	1420	0.5
135	1421	1
135	1424	1
135	1425	1
135	1426	1
135	1427	0.5
135	1429	1
135	1430	0.5
135	1432	0.5
135	1434	0.5
135	1435	1
135	1436	0.5
135	1437	0.5
135	1440	0.5
135	1441	1
136	139	0.5
136	385	0.5
136	528	0.5
136	547	0.5
136	557	1
136	564	0.5
136	571	0.5
136	574	0.5
136	627	0.5
136	681	0.5
136	682	0.5
136	688	0.5
136	689	0.5
136	690	0.5
136	711	0.5
136	715	0.5
136	825	0.5
136	847	0.5
136	966	0.5
136	1162	0.5
136	1360	0.5
136	1417	0.5
136	1422	0.5
136	1485	1
136	1498	1
136	1940	0.5
136	2283	0.5
136	2291	0.5
136	2315	1
137	349	0.5
137	507	0.5
137	511	1
137	577	1
137	579	0.5
137	592	1
137	593	1
137	594	1
137	640	1
137	932	1
137	970	0.5
137	1095	1
137	1740	1
137	1940	0.5
137	2113	1
137	2283	0.5
137	2340	1
137	2954	1
139	149	0.5
139	244	0.5
139	261	0.5
139	262	0.5
139	269	1
139	284	0.5
139	305	0.5
139	328	0.5
139	348	1
139	349	0.5
139	358	1
139	373	0.5
139	496	1
139	520	1
139	521	1
139	528	1
139	529	0.5
139	533	0.5
139	535	0.5
139	541	0.5
139	542	0.5
139	554	0.5
139	556	1
139	557	0.5
139	558	0.5
139	562	0.5
139	563	0.5
139	564	0.5
139	570	0.5
139	574	0.5
139	584	0.5
139	597	0.5
139	610	0.5
139	612	0.5
139	615	0.5
139	617	1
139	622	0.5
139	627	1
139	659	0.5
139	675	0.5
139	681	1
139	682	0.5
139	709	0.5
139	715	0.5
139	750	0.5
139	812	0.5
139	822	0.5
139	839	0.5
139	842	1
139	876	0.5
139	879	1
139	887	0.5
139	996	0.5
139	1008	0.5
139	1021	0.5
139	1034	0.5
139	1162	0.5
139	1238	1
139	1239	0.5
139	1240	0.5
139	1283	0.5
139	1295	0.5
139	1307	0.5
139	1392	1
139	1424	1
139	1535	0.5
139	1544	0.5
139	1659	0.5
139	1925	1
139	1942	1
139	1943	1
139	1946	0.5
139	1948	1
139	1950	0.5
139	1952	1
139	1954	1
139	1956	1
139	1957	0.5
139	1958	0.5
139	1962	1
139	1963	1
139	1964	1
139	1966	0.5
139	1967	1
140	555	1
140	591	1
140	592	0.5
140	620	0.5
140	632	1
140	636	1
140	637	0.5
140	907	0.5
140	1153	0.5
140	1419	0.5
140	1505	1
140	1742	1
140	1923	1
140	2312	0.5
140	2562	0.5
140	2616	1
140	2700	0.5
140	2914	1
140	2915	1
141	395	0.5
141	3452	1
141	3642	1
144	149	0.5
144	543	0.5
144	601	1
144	688	0.5
145	395	1
145	962	1
145	1874	1
145	2370	0.5
145	3426	0.5
146	527	1
146	597	0.5
146	629	1
146	890	1
146	2342	1
146	3355	1
147	894	0.5
148	673	1
148	969	0.5
149	154	0.5
149	265	0.5
149	269	0.5
149	305	0.5
149	355	0.5
149	394	0.5
149	402	0.5
149	511	0.5
149	517	0.5
149	520	0.5
149	524	0.5
149	527	0.5
149	530	0.5
149	531	0.5
149	534	0.5
149	535	1
149	537	0.5
149	538	0.5
149	540	0.5
149	541	0.5
149	542	0.5
149	543	0.5
149	544	0.5
149	550	0.5
149	551	0.5
149	557	0.5
149	558	1
149	559	0.5
149	560	0.5
149	568	0.5
149	578	0.5
149	579	1
149	590	0.5
149	594	0.5
149	595	0.5
149	597	1
149	598	0.5
149	599	0.5
149	602	1
149	603	0.5
149	607	0.5
149	617	0.5
149	620	0.5
149	623	1
149	624	0.5
149	629	0.5
149	637	0.5
149	640	0.5
149	644	1
149	647	0.5
149	659	0.5
149	670	0.5
149	672	0.5
149	679	0.5
149	680	0.5
149	683	0.5
149	686	0.5
149	687	0.5
149	688	1
149	695	0.5
149	696	0.5
149	697	0.5
149	701	1
149	715	0.5
149	726	1
149	769	0.5
149	774	0.5
149	885	0.5
149	886	0.5
149	888	0.5
149	890	0.5
149	891	1
149	892	0.5
149	893	0.5
149	894	0.5
149	895	0.5
149	896	0.5
149	897	1
149	899	1
149	900	0.5
149	901	1
149	902	1
149	903	1
149	904	1
149	907	0.5
149	908	0.5
149	909	0.5
149	910	0.5
149	911	0.5
149	912	1
149	913	1
149	914	0.5
149	915	0.5
149	916	0.5
149	917	0.5
149	919	1
149	921	0.5
149	922	1
149	923	0.5
149	925	0.5
149	926	1
149	927	1
149	932	0.5
149	933	0.5
149	934	0.5
149	936	1
149	937	0.5
149	938	0.5
149	939	1
149	940	0.5
149	941	0.5
149	942	0.5
149	943	0.5
149	944	0.5
149	945	1
149	947	0.5
149	948	1
149	949	0.5
149	951	1
149	957	0.5
149	963	1
149	964	1
149	965	0.5
149	967	1
149	968	0.5
149	969	0.5
149	971	0.5
149	972	0.5
149	973	0.5
149	974	0.5
149	975	1
149	976	0.5
149	977	0.5
149	978	0.5
149	979	1
149	980	1
149	981	1
149	982	0.5
149	983	0.5
149	984	1
149	985	0.5
149	986	1
149	987	0.5
149	988	0.5
149	989	0.5
149	990	1
149	991	1
149	992	1
149	993	0.5
149	994	0.5
149	997	0.5
149	998	1
149	999	1
149	1000	0.5
149	1001	1
149	1004	1
149	1005	1
149	1006	1
150	502	0.5
150	568	1
150	579	0.5
150	598	1
150	632	0.5
150	970	0.5
150	985	0.5
150	987	1
150	2665	1
151	380	1
153	541	0.5
153	563	0.5
153	612	0.5
153	652	1
153	778	0.5
153	2225	0.5
153	3116	1
154	284	0.5
154	512	1
154	529	0.5
154	562	0.5
154	571	0.5
154	624	0.5
154	652	0.5
154	709	1
154	716	1
154	743	1
154	757	0.5
154	770	1
154	784	1
154	831	1
154	884	0.5
154	1017	0.5
154	3114	1
154	3115	0.5
155	2639	0.5
157	604	0.5
157	1134	0.5
157	1178	0.5
157	1423	0.5
157	1699	0.5
157	1701	0.5
157	1745	0.5
157	2434	1
159	184	1
160	1069	1
161	189	1
161	612	0.5
161	816	0.5
161	1098	1
161	1311	1
162	261	1
162	1806	1
163	584	1
165	1094	1
165	1517	0.5
166	1134	0.5
166	3493	1
167	1007	1
171	735	0.5
174	189	0.5
174	238	1
174	284	0.5
174	355	1
174	373	0.5
174	540	0.5
174	541	1
174	547	0.5
174	558	0.5
174	562	0.5
174	563	1
174	564	0.5
174	597	0.5
174	610	0.5
174	612	1
174	688	0.5
174	689	0.5
174	690	1
174	691	1
174	716	1
174	731	0.5
174	735	1
174	774	1
174	816	1
174	876	0.5
174	884	0.5
174	1162	0.5
174	1360	0.5
175	564	0.5
175	857	0.5
175	1271	0.5
175	1440	0.5
176	815	1
176	3293	1
178	419	1
178	422	1
178	441	1
178	1453	1
178	1519	1
178	3324	1
181	716	0.5
181	743	0.5
181	778	0.5
181	1098	0.5
181	1311	0.5
181	2021	0.5
184	563	0.5
184	612	0.5
184	690	0.5
184	716	0.5
184	721	0.5
184	743	0.5
184	816	0.5
184	1310	1
185	355	0.5
185	563	0.5
185	612	0.5
185	616	0.5
185	690	0.5
185	716	0.5
185	774	0.5
185	778	0.5
185	805	1
185	810	0.5
185	816	0.5
185	1009	1
185	1017	1
185	1026	0.5
185	1047	0.5
185	1311	1
185	1579	1
185	2920	1
186	1118	1
187	816	1
187	878	1
188	2903	1
188	3610	1
189	258	0.5
189	586	1
189	690	0.5
189	716	0.5
189	743	0.5
189	752	1
189	778	0.5
189	816	0.5
189	831	0.5
189	850	0.5
189	1017	1
189	1311	1
189	1579	1
189	1916	1
189	2101	0.5
189	2122	1
191	616	0.5
191	690	0.5
191	774	0.5
191	1015	1
192	258	0.5
192	690	0.5
192	716	0.5
192	743	0.5
192	752	1
192	784	0.5
192	811	1
192	816	0.5
192	1364	1
192	1460	1
192	2142	1
192	3109	0.5
192	3110	0.5
192	3111	1
193	547	0.5
193	562	0.5
193	867	1
193	2393	0.5
195	355	1
195	428	1
195	524	0.5
195	564	0.5
195	586	0.5
195	612	1
195	616	1
195	624	0.5
195	690	1
195	691	1
195	711	0.5
195	721	0.5
195	752	0.5
195	762	1
195	770	1
195	778	1
195	794	0.5
195	815	0.5
195	876	0.5
195	1010	0.5
195	1013	1
195	1048	1
195	1115	1
195	1211	1
195	1280	1
195	1311	0.5
195	1551	1
195	2086	1
195	2118	1
195	2402	1
195	2727	1
195	2728	1
195	2729	1
196	287	1
196	2899	1
197	521	0.5
197	533	0.5
197	617	0.5
197	3371	1
202	706	1
204	244	0.5
204	540	0.5
204	570	0.5
204	2147	1
205	269	1
207	612	0.5
207	690	0.5
207	743	0.5
207	778	0.5
207	3110	1
207	3394	1
209	215	1
209	725	1
209	878	1
215	784	0.5
215	3549	1
221	258	1
221	284	0.5
221	349	0.5
221	515	0.5
221	529	0.5
221	540	0.5
221	541	1
221	547	0.5
221	564	0.5
221	609	1
221	610	0.5
221	612	1
221	616	1
221	690	1
221	706	1
221	725	0.5
221	757	0.5
221	778	1
221	816	1
221	847	0.5
221	1023	0.5
221	1025	0.5
221	1026	1
221	1034	1
221	1048	1
221	1583	0.5
221	1868	0.5
221	2952	1
221	2953	1
225	254	1
225	264	1
225	276	0.5
225	540	0.5
225	564	0.5
225	769	0.5
225	812	0.5
225	822	0.5
225	847	0.5
225	1099	1
225	1315	0.5
227	553	1
229	718	1
229	838	1
230	3758	1
231	373	0.5
231	451	0.5
231	540	0.5
231	547	0.5
231	624	0.5
231	1162	0.5
231	1290	1
231	1386	1
231	1946	0.5
231	2078	1
231	2104	0.5
235	2899	1
236	244	1
236	515	1
236	529	1
236	540	1
236	547	1
236	564	1
236	1187	1
238	284	0.5
238	355	1
238	541	1
238	558	0.5
238	570	0.5
238	571	0.5
238	584	0.5
238	609	1
238	612	1
238	652	0.5
238	728	1
238	743	1
238	850	1
238	1023	0.5
238	1025	0.5
238	1026	1
238	1248	0.5
238	1565	0.5
238	1569	1
238	2033	1
238	3066	1
239	305	0.5
239	365	1
239	380	1
239	589	0.5
239	1574	0.5
239	2933	0.5
239	3016	1
239	3017	1
239	3018	1
239	3019	0.5
241	277	1
241	682	1
241	1071	1
242	876	1
243	547	0.5
243	624	0.5
243	711	0.5
243	732	0.5
243	1300	1
243	2022	1
244	262	1
244	276	1
244	284	1
244	515	1
244	521	0.5
244	540	1
244	547	1
244	562	1
244	564	1
244	570	1
244	597	0.5
244	624	1
244	625	1
244	675	1
244	690	0.5
244	711	1
244	718	1
244	727	0.5
244	731	1
244	732	1
244	743	0.5
244	757	1
244	768	0.5
244	769	1
244	795	0.5
244	799	0.5
244	856	1
244	857	1
244	861	0.5
244	880	0.5
244	1031	0.5
244	1151	1
244	1169	0.5
244	1213	0.5
244	1221	1
244	1227	1
244	1233	0.5
244	1439	1
244	1526	0.5
244	1919	0.5
244	2000	0.5
244	2007	0.5
244	2759	1
244	2760	1
244	2761	0.5
246	278	1
249	1169	0.5
250	1614	1
252	2472	1
252	3614	1
252	3725	1
253	276	1
253	624	1
253	855	1
254	317	1
254	540	0.5
254	547	0.5
254	570	0.5
254	711	0.5
254	715	0.5
254	729	1
254	853	1
254	880	1
254	1439	1
254	3221	0.5
256	814	1
256	1071	1
256	1653	1
257	277	1
257	682	0.5
257	1019	1
257	1042	1
257	1071	1
257	1322	1
257	1568	0.5
257	1596	1
257	1612	1
257	1619	1
257	1621	0.5
257	1624	0.5
257	1626	1
257	1644	1
257	2275	1
257	2277	1
257	2464	1
257	2465	1
257	2466	0.5
257	2467	0.5
257	2468	1
257	2469	1
257	2470	1
257	2471	1
257	2474	1
258	259	1
258	261	0.5
258	276	0.5
258	284	0.5
258	422	0.5
258	515	0.5
258	523	0.5
258	528	0.5
258	540	0.5
258	553	0.5
258	563	1
258	570	0.5
258	690	1
258	711	0.5
258	715	0.5
258	716	1
258	732	0.5
258	743	1
258	757	0.5
258	811	0.5
258	816	1
258	844	0.5
258	878	0.5
258	884	0.5
258	1016	1
258	1046	0.5
258	1067	0.5
258	1126	1
258	1280	1
258	1550	1
258	1583	0.5
258	2032	0.5
258	2083	1
258	2101	0.5
258	2401	1
258	2730	1
258	2731	1
259	690	1
259	816	1
259	1311	1
261	284	0.5
261	540	0.5
261	571	0.5
261	582	0.5
261	583	0.5
261	584	1
261	610	0.5
261	622	0.5
261	627	0.5
261	701	0.5
261	732	0.5
261	822	0.5
261	857	0.5
261	884	0.5
261	1032	0.5
261	1133	0.5
261	1134	1
261	1162	0.5
261	1249	0.5
261	1250	0.5
261	1251	0.5
261	1252	0.5
261	1327	0.5
261	1423	0.5
261	1622	0.5
261	1699	0.5
261	1738	0.5
261	1806	0.5
261	2438	0.5
261	2478	1
261	2691	0.5
261	2902	0.5
261	2932	1
261	3373	1
262	276	1
262	515	1
262	540	1
262	564	1
262	680	1
262	689	1
262	701	0.5
262	768	0.5
262	769	1
262	799	0.5
262	800	0.5
262	857	1
262	884	1
262	1026	0.5
262	1179	0.5
262	1239	1
262	1249	1
262	1250	1
262	1251	1
262	1252	1
262	1439	1
262	2974	0.5
262	2984	1
262	2985	1
262	2986	1
262	2987	1
262	2988	0.5
263	876	1
264	476	0.5
264	540	0.5
264	547	0.5
264	564	0.5
264	570	0.5
264	711	0.5
264	731	0.5
264	732	0.5
264	802	0.5
264	1179	1
264	1239	0.5
264	1270	0.5
264	1574	0.5
264	2227	0.5
264	2462	1
264	2567	0.5
264	2974	0.5
265	517	1
265	531	1
265	577	1
265	631	1
265	1740	1
265	1989	0.5
267	342	1
268	540	1
268	1919	1
269	337	1
269	338	1
269	519	0.5
269	520	1
269	528	1
269	562	0.5
269	571	0.5
269	590	1
269	610	0.5
269	612	0.5
269	627	1
269	635	0.5
269	681	1
269	689	0.5
269	715	0.5
269	716	0.5
269	731	0.5
269	774	0.5
269	829	1
269	842	1
269	850	0.5
269	1034	0.5
269	1162	0.5
269	1327	1
269	1408	0.5
269	1455	0.5
269	1481	0.5
269	1670	0.5
269	1672	0.5
269	1675	1
269	1908	1
269	2461	1
269	2463	1
271	283	1
271	297	0.5
271	305	0.5
271	356	1
271	828	1
271	1358	1
271	1477	0.5
271	1481	0.5
271	2003	1
271	2107	1
271	3134	0.5
272	624	1
272	875	1
272	1999	1
275	690	1
275	1009	1
275	1016	1
276	349	0.5
276	373	1
276	450	0.5
276	514	1
276	520	0.5
276	540	1
276	541	0.5
276	542	1
276	547	1
276	563	0.5
276	564	1
276	609	0.5
276	610	1
276	612	0.5
276	617	0.5
276	659	1
276	675	1
276	680	1
276	684	1
276	687	1
276	688	0.5
276	689	1
276	690	0.5
276	709	0.5
276	710	1
276	711	1
276	718	1
276	731	1
276	732	1
276	743	0.5
276	757	1
276	762	0.5
276	768	0.5
276	774	0.5
276	788	0.5
276	799	0.5
276	834	0.5
276	843	1
276	847	1
276	850	0.5
276	853	1
276	857	1
276	861	0.5
276	875	0.5
276	876	0.5
276	880	0.5
276	884	1
276	1026	0.5
276	1038	0.5
276	1043	1
276	1104	1
276	1120	0.5
276	1131	0.5
276	1151	1
276	1152	1
276	1162	1
276	1195	1
276	1213	0.5
276	1233	0.5
276	1238	0.5
276	1239	1
276	1283	1
276	1284	0.5
276	1507	1
276	1959	0.5
276	2000	0.5
276	2073	0.5
276	2074	1
276	2075	1
276	2076	1
276	2077	1
276	2078	0.5
276	2079	1
276	2080	1
276	2081	1
276	2082	1
277	332	1
277	662	0.5
277	682	0.5
277	860	1
277	1011	0.5
277	1019	1
277	1029	0.5
277	1071	1
277	1091	0.5
277	1107	1
277	1212	1
277	1594	0.5
277	1607	1
277	1644	1
277	1653	1
277	1662	1
277	2268	0.5
277	2421	1
277	2425	0.5
277	2631	0.5
277	2979	0.5
277	2980	1
277	2981	1
277	2982	1
277	2983	0.5
278	398	1
278	1887	1
278	2073	0.5
281	300	1
281	1877	0.5
281	1898	0.5
281	2085	0.5
282	283	1
282	300	0.5
282	305	0.5
282	776	0.5
282	1315	0.5
282	1360	0.5
282	1574	1
282	2085	1
282	2381	0.5
282	2535	0.5
282	3136	1
282	3137	1
283	589	0.5
283	876	0.5
283	1360	0.5
283	1481	0.5
284	451	0.5
284	540	1
284	547	1
284	548	0.5
284	562	1
284	563	0.5
284	564	1
284	571	1
284	597	0.5
284	609	0.5
284	610	1
284	612	0.5
284	624	1
284	625	1
284	644	0.5
284	687	1
284	689	1
284	690	0.5
284	710	1
284	711	1
284	713	0.5
284	715	1
284	716	0.5
284	731	1
284	740	1
284	757	1
284	760	0.5
284	769	1
284	774	0.5
284	776	0.5
284	784	0.5
284	795	0.5
284	799	0.5
284	839	1
284	842	0.5
284	850	0.5
284	857	1
284	876	0.5
284	953	0.5
284	1021	1
284	1031	0.5
284	1034	0.5
284	1048	0.5
284	1131	0.5
284	1218	0.5
284	1233	0.5
284	1293	0.5
284	1298	1
284	1327	0.5
284	1449	1
284	2067	1
284	2069	1
284	2070	0.5
287	356	1
287	2085	1
287	3184	1
290	297	1
290	305	0.5
290	589	0.5
291	589	1
291	1360	1
292	876	1
294	296	1
294	2072	0.5
295	305	1
297	589	0.5
297	1454	0.5
298	304	1
298	1481	0.5
300	3458	1
301	519	0.5
301	542	0.5
301	624	0.5
301	957	0.5
302	1481	1
303	1214	1
303	1536	1
303	2875	1
303	3061	1
303	3062	1
304	305	0.5
304	1481	0.5
305	323	1
305	329	1
305	373	0.5
305	509	1
305	562	0.5
305	564	0.5
305	589	1
305	610	0.5
305	627	0.5
305	711	0.5
305	1021	0.5
305	1228	0.5
305	1235	1
305	1239	0.5
305	1475	1
305	1481	1
305	1614	0.5
305	1880	1
305	2085	0.5
305	2106	0.5
305	2476	1
305	2659	0.5
305	2733	1
305	2734	1
305	2735	0.5
305	2736	1
305	2737	1
305	2738	0.5
305	2739	1
306	308	1
307	1481	0.5
307	3646	1
309	589	0.5
309	2393	1
311	626	1
312	564	1
312	715	1
312	769	1
315	1433	1
315	1929	0.5
315	1939	0.5
316	519	0.5
316	540	0.5
316	1325	1
316	1919	0.5
317	562	1
317	855	1
318	1481	1
320	474	1
320	589	0.5
320	1997	1
320	2659	1
321	1299	1
324	1408	1
328	750	1
330	331	1
334	681	0.5
334	1412	1
337	681	1
338	681	1
339	1442	1
342	345	1
342	573	0.5
342	876	0.5
342	3430	1
345	876	0.5
